"NATMON_IND","Indicator","LOCATION","country","TIME","Time","completed_education","Flag Codes","Flags"
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","MAC","China, Macao Special Administrative Region","2019","2019",1.00779,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","GBR","United Kingdom of Great Britain and Northern Ireland","2019","2019",0.99867,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","HUN","Hungary","2019","2019",1.00305,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","CZE","Czechia","2019","2019",0.99962,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","NOR","Norway","2019","2019",1.01377,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","GMB","Gambia","2019","2019",1.0927,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","40505","Central Asia","2019","2019",0.98708,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","HKG","China, Hong Kong Special Administrative Region","2019","2019",0.99306,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","BEN","Benin","2019","2019",0.94212,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","UZB","Uzbekistan","2019","2019",,"a","Category not applicable"
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","LCA","Saint Lucia","2019","2019",1.02216,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","BRN","Brunei Darussalam","2019","2019",1.00648,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","FJI","Fiji","2019","2019",1.01432,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","COL","Colombia","2019","2019",1.0273,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","RUS","Russian Federation","2019","2019",,"a","Category not applicable"
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","LTU","Lithuania","2019","2019",,"a","Category not applicable"
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","40344","Small Island Developing States","2019","2019",1.03474,"‡","UIS Estimation"
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","GRC","Greece","2019","2019",0.9978,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","IND","India","2019","2019",1.01764,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","CUB","Cuba","2019","2019",1.00561,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","ESP","Spain","2019","2019",0.99881,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","SVK","Slovakia","2019","2019",1.00285,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","MNE","Montenegro","2019","2019",1.01241,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","40618","Central and Southern Asia","2019","2019",1.03959,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","MEX","Mexico","2019","2019",1.00595,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","LVA","Latvia","2019","2019",1.00463,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","MKD","North Macedonia","2019","2019",0.97469,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","VUT","Vanuatu","2019","2019",1.05467,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","MYS","Malaysia","2019","2019",1.03965,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","BGR","Bulgaria","2019","2019",1.0045,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","SGP","Singapore","2019","2019",1.00449,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","KAZ","Kazakhstan","2019","2019",0.94237,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","USA","United States of America","2019","2019",0.94326,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","BOL","Bolivia (Plurinational State of)","2019","2019",1.01448,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","DNK","Denmark","2019","2019",1.00017,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","BLR","Belarus","2019","2019",,"a","Category not applicable"
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","SVK","Slovakia","2019","2019",,"a","Category not applicable"
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","ROU","Romania","2019","2019",1.00141,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","CIV","Côte d'Ivoire","2019","2019",1.01189,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","BOL","Bolivia (Plurinational State of)","2019","2019",1.0193,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","KOR","Republic of Korea","2019","2019",0.99894,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","MKD","North Macedonia","2019","2019",0.97469,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","ESP","Spain","2019","2019",0.99957,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","LBN","Lebanon","2019","2019",1.03241,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","40042","Lower middle income countries","2019","2019",1.03886,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","SLV","El Salvador","2019","2019",1.04258,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","CZE","Czechia","2019","2019",0.99983,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","GRC","Greece","2019","2019",1.00157,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","DJI","Djibouti","2019","2019",1.00458,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","MUS","Mauritius","2019","2019",1.02408,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","LCA","Saint Lucia","2019","2019",1.00216,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","SWE","Sweden","2019","2019",1.00368,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","BFA","Burkina Faso","2019","2019",1.0791,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","40675","World","2019","2019",1.02276,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","ZAF","South Africa","2019","2019",0.97744,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","MAC","China, Macao Special Administrative Region","2019","2019",0.99613,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","MYS","Malaysia","2019","2019",1.03549,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","BEN","Benin","2019","2019",0.95417,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","KOR","Republic of Korea","2019","2019",0.99849,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","ARG","Argentina","2019","2019",1.02252,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","CHE","Switzerland","2019","2019",0.99454,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","KHM","Cambodia","2019","2019",1.11015,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","KWT","Kuwait","2019","2019",0.91296,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","ECU","Ecuador","2019","2019",0.97569,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","MOZ","Mozambique","2019","2019",0.98136,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","SRB","Serbia","2019","2019",1.00624,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","SEN","Senegal","2019","2019",1.03773,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","BEL","Belgium","2019","2019",1.01764,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","EGY","Egypt","2019","2019",1.00294,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","EST","Estonia","2019","2019",0.99656,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","ARM","Armenia","2019","2019",0.99959,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","40520","Latin America and the Caribbean","2019","2019",1.03447,"‡","UIS Estimation"
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","URY","Uruguay","2019","2019",1.00192,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","CHL","Chile","2019","2019",0.9887,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","ZWE","Zimbabwe","2019","2019",1.03726,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","MOZ","Mozambique","2019","2019",0.9842,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","JOR","Jordan","2019","2019",1.02616,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","TZA","United Republic of Tanzania","2019","2019",1.03894,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","MHL","Marshall Islands","2019","2019",1.01113,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","ABW","Aruba","2019","2019",1.0914,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","CYP","Cyprus","2019","2019",1.03761,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","BLZ","Belize","2019","2019",0.95818,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","HND","Honduras","2019","2019",1.05139,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","AUT","Austria","2019","2019",1.00304,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","PRT","Portugal","2019","2019",1.00027,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","CPV","Cabo Verde","2019","2019",1.00849,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","GTM","Guatemala","2019","2019",1.03582,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","SMR","San Marino","2019","2019",1.00153,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","SRB","Serbia","2019","2019",,"a","Category not applicable"
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","LAO","Lao People's Democratic Republic","2019","2019",1.05528,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","DOM","Dominican Republic","2019","2019",0.99845,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","40640","Northern America ","2019","2019",0.94856,"‡","UIS Estimation"
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","PSE","Palestine","2019","2019",1.0064,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","ISR","Israel","2019","2019",0.9823,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","KGZ","Kyrgyzstan","2019","2019",,"a","Category not applicable"
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","FIN","Finland","2019","2019",0.99941,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","40630","Latin America and the Caribbean","2019","2019",1.03448,"‡","UIS Estimation"
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","GEO","Georgia","2019","2019",1.0027,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","SGP","Singapore","2019","2019",1.00576,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","40041","High income countries","2019","2019",0.9887,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","MAR","Morocco","2019","2019",1.00817,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","CIV","Côte d'Ivoire","2019","2019",1.019,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","GBR","United Kingdom of Great Britain and Northern Ireland","2019","2019",0.99851,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","CHN","China","2019","2019",0.99786,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","AZE","Azerbaijan","2019","2019",0.95691,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","OMN","Oman","2019","2019",,"a","Category not applicable"
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","WSM","Samoa","2019","2019",0.91773,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","MLT","Malta","2019","2019",0.98485,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","40603","Northern Africa","2019","2019",0.99995,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","SUR","Suriname","2019","2019",1.04249,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","ARM","Armenia","2019","2019",0.99959,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","WSM","Samoa","2019","2019",0.95525,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","KGZ","Kyrgyzstan","2019","2019",1.01845,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","SLE","Sierra Leone","2019","2019",1.02125,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","TUR","Türkiye","2019","2019",,"a","Category not applicable"
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","MAC","China, Macao Special Administrative Region","2019","2019",0.99979,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","CZE","Czechia","2019","2019",0.99983,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","MNE","Montenegro","2019","2019",1.01503,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","URY","Uruguay","2019","2019",1.00323,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","ZAF","South Africa","2019","2019",0.99349,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","MDA","Republic of Moldova","2019","2019",,"a","Category not applicable"
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","SLV","El Salvador","2019","2019",1.03319,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","40535","South and West Asia","2019","2019",1.04173,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","LTU","Lithuania","2019","2019",1.00194,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","COL","Colombia","2019","2019",1.03849,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","ABW","Aruba","2019","2019",1.02016,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","ISL","Iceland","2019","2019",0.99699,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","UZB","Uzbekistan","2019","2019",1.00137,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","TON","Tonga","2019","2019",1.00175,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","40530","Central and Eastern Europe","2019","2019",1.00303,"‡","UIS Estimation"
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","QAT","Qatar","2019","2019",1.00786,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","GEO","Georgia","2019","2019",1.00532,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","VUT","Vanuatu","2019","2019",1.05201,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","IND","India","2019","2019",1.0151,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","KAZ","Kazakhstan","2019","2019",0.94237,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","SVK","Slovakia","2019","2019",1.00285,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","BGR","Bulgaria","2019","2019",,"a","Category not applicable"
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","MEX","Mexico","2019","2019",1.00146,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","40550","Small Island Developing States","2019","2019",1.03456,"‡","UIS Estimation"
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","MDA","Republic of Moldova","2019","2019",1.07584,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","JAM","Jamaica","2019","2019",0.7664,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","ECU","Ecuador","2019","2019",0.97909,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","FJI","Fiji","2019","2019",1.0249,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","SVN","Slovenia","2019","2019",0.99831,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","CPV","Cabo Verde","2019","2019",0.98829,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","LAO","Lao People's Democratic Republic","2019","2019",1.05528,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","HUN","Hungary","2019","2019",1.00305,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","CYP","Cyprus","2019","2019",1.03204,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","COL","Colombia","2019","2019",1.03849,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","40612","Central Asia","2019","2019",0.98801,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","MHL","Marshall Islands","2019","2019",0.99647,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","GTM","Guatemala","2019","2019",1.0306,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","BRN","Brunei Darussalam","2019","2019",1.00712,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","JOR","Jordan","2019","2019",1.01791,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","ROU","Romania","2019","2019",1.00605,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","AUT","Austria","2019","2019",,"a","Category not applicable"
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","TON","Tonga","2019","2019",1.00314,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","ESP","Spain","2019","2019",0.99845,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","UKR","Ukraine","2019","2019",1.00554,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","OMN","Oman","2019","2019",1.00187,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","PHL","Philippines","2019","2019",1.02678,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","BFA","Burkina Faso","2019","2019",1.20709,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","LCA","Saint Lucia","2019","2019",1.02366,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","AZE","Azerbaijan","2019","2019",,"a","Category not applicable"
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","DOM","Dominican Republic","2019","2019",0.98145,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","MLT","Malta","2019","2019",1.00274,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","CUB","Cuba","2019","2019",1.00758,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","ISR","Israel","2019","2019",0.9848,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","HKG","China, Hong Kong Special Administrative Region","2019","2019",0.98629,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","ALB","Albania","2019","2019",1.01896,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","NOR","Norway","2019","2019",1.00984,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","TUR","Türkiye","2019","2019",0.99985,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","KHM","Cambodia","2019","2019",1.08029,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","HRV","Croatia","2019","2019",0.99667,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","ARG","Argentina","2019","2019",1.01689,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","40030","Middle income countries","2019","2019",1.02345,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","HUN","Hungary","2019","2019",,"a","Category not applicable"
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","DJI","Djibouti","2019","2019",1.00458,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","BIH","Bosnia and Herzegovina","2019","2019",1.0089,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","40642","Europe and Northern America","2019","2019",0.98762,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","CHE","Switzerland","2019","2019",0.99708,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","GMB","Gambia","2019","2019",1.06392,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","40611","Eastern Asia","2019","2019",0.99734,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","BDI","Burundi","2019","2019",1.077,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","ITA","Italy","2019","2019",1.00064,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","LKA","Sri Lanka","2019","2019",1.00805,,
